color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,num_user_for_reviews,language,country,content_rating,actor_2_facebook_likes,imdb_score,movie_facebook_likes,Adventure,Action,Drama,Fantasy,Romance,Comedy,Family,Musical,History,War,Documentary,Sport,Crime,Horror,Mystery,Sci_Fi,Thriller,Animation,Biography
Color,488.0,93.0,56.0,838.0,2000.0,273556,428.0,English,USA,PG,1000.0,7.2,39000,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,322.0,122.0,681.0,105.0,998.0,53607,432.0,English,USA,PG-13,119.0,7.5,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,421.0,98.0,475.0,522.0,1000.0,718837,1043.0,English,USA,G,729.0,8.4,16000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Color,162.0,91.0,420.0,173.0,268.0,121084,221.0,English,USA,PG-13,268.0,6.2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,367.0,158.0,776.0,310.0,1000.0,283418,1055.0,English,USA,PG-13,468.0,5.8,13000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,240.0,96.0,0.0,10000.0,18000.0,72809,249.0,English,USA,PG,14000.0,6.8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,384.0,127.0,0.0,13000.0,17000.0,139593,720.0,English,USA,PG-13,15000.0,5.4,44000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,248.0,110.0,282.0,103.0,11000.0,42372,239.0,English,USA,PG-13,10000.0,6.6,29000,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,284.0,150.0,80.0,82.0,1000.0,286506,1463.0,English,USA,PG,190.0,6.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,396.0,144.0,0.0,1000.0,34000.0,148379,622.0,English,USA,PG-13,13000.0,7.3,54000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,645.0,152.0,22000.0,11000.0,23000.0,1676169,4667.0,English,USA,PG-13,13000.0,9.0,37000,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,408.0,96.0,0.0,262.0,1000.0,665575,704.0,English,USA,PG,848.0,8.3,27000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,219.0,94.0,11.0,459.0,1000.0,114553,187.0,English,USA,PG,973.0,6.5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Color,486.0,126.0,4000.0,4000.0,21000.0,696338,1055.0,English,USA,PG-13,12000.0,7.9,10000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,682.0,126.0,17000.0,1000.0,17000.0,245333,678.0,English,USA,PG,16000.0,7.5,42000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,85.0,106.0,188.0,582.0,10000.0,129601,648.0,English,USA,PG-13,4000.0,4.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,264.0,112.0,357.0,595.0,5000.0,117927,501.0,English,USA,PG-13,3000.0,5.2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Color,418.0,123.0,452.0,329.0,10000.0,118992,971.0,English,USA,PG-13,336.0,6.9,80000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,186.0,96.0,293.0,7000.0,87000.0,115099,257.0,English,USA,PG,11000.0,5.4,2000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,585.0,113.0,218.0,509.0,10000.0,431620,741.0,English,USA,PG-13,854.0,7.9,77000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,91.0,176.0,58.0,60.0,711.0,144337,309.0,English,USA,PG-13,60.0,6.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,250.0,118.0,208.0,570.0,23000.0,174578,534.0,English,USA,PG-13,2000.0,5.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,536.0,95.0,0.0,384.0,1000.0,345198,773.0,English,USA,PG,767.0,8.3,118000,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,370.0,106.0,4000.0,591.0,19000.0,106072,398.0,English,UK,PG,13000.0,7.8,65000,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,453.0,124.0,4000.0,4000.0,21000.0,522371,723.0,English,USA,PG-13,19000.0,7.0,18000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,416.0,132.0,274.0,11000.0,26000.0,228554,710.0,English,USA,PG-13,17000.0,6.1,53000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,401.0,97.0,171.0,846.0,11000.0,252257,634.0,English,USA,PG,2000.0,7.0,89000,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,521.0,130.0,198.0,884.0,10000.0,317542,620.0,English,USA,PG-13,2000.0,7.6,45000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,10.0,109.0,596.0,283.0,622.0,2138,15.0,English,Belgium,R,525.0,4.5,677,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,218.0,128.0,47.0,982.0,18000.0,116994,324.0,English,USA,PG-13,1000.0,6.3,35000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,576.0,136.0,94.0,2000.0,19000.0,496749,742.0,English,USA,PG-13,11000.0,7.8,55000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,226.0,93.0,31.0,213.0,4000.0,138661,173.0,English,USA,PG,225.0,6.4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,443.0,130.0,663.0,604.0,2000.0,128306,497.0,English,USA,PG,638.0,6.5,37000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Color,384.0,102.0,38.0,562.0,756.0,279093,433.0,English,USA,PG,719.0,7.9,41000,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Color,377.0,101.0,66.0,833.0,975.0,272534,345.0,English,USA,PG,931.0,7.8,40000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Color,188.0,100.0,0.0,267.0,15000.0,120798,444.0,English,USA,G,726.0,6.6,10000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,286.0,120.0,776.0,535.0,890.0,58137,520.0,English,USA,PG-13,812.0,5.5,67000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,288.0,98.0,255.0,759.0,18000.0,485430,492.0,English,USA,PG,953.0,8.2,33000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,280.0,109.0,84.0,191.0,648.0,305340,1676.0,English,USA,R,284.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,653.0,121.0,571.0,3000.0,14000.0,682155,1097.0,English,USA,PG-13,14000.0,8.1,96000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,712.0,169.0,22000.0,6000.0,11000.0,928227,2725.0,English,USA,PG-13,11000.0,8.6,349000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,642.0,148.0,22000.0,23000.0,29000.0,1468200,2803.0,English,USA,PG-13,27000.0,8.8,175000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,1.0,120.0,28.0,12.0,544.0,374,13.0,Japanese,Japan,R,106.0,8.2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Color,645.0,182.0,0.0,773.0,5000.0,637246,1367.0,English,USA,PG-13,972.0,7.9,166000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,187.0,106.0,357.0,4000.0,23000.0,272223,988.0,English,USA,PG-13,14000.0,6.7,14000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Color,362.0,166.0,21000.0,919.0,11000.0,459346,822.0,English,USA,PG-13,1000.0,7.8,23000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,500.0,132.0,905.0,1000.0,34000.0,518537,698.0,English,USA,PG-13,13000.0,7.8,54000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,389.0,137.0,508.0,14000.0,34000.0,166137,383.0,English,USA,PG-13,22000.0,6.6,38000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,235.0,109.0,226.0,370.0,12000.0,124185,238.0,English,USA,PG,418.0,6.1,11000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,231.0,98.0,249.0,702.0,87000.0,82380,629.0,English,USA,PG-13,2000.0,5.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,218.0,113.0,33.0,11000.0,40000.0,21352,131.0,English,USA,PG,25000.0,6.4,30000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,227.0,93.0,50.0,692.0,3000.0,211971,326.0,English,USA,PG,795.0,6.1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,275.0,123.0,0.0,648.0,3000.0,111609,781.0,English,USA,PG-13,716.0,7.3,89000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,474.0,126.0,230.0,2000.0,24000.0,188457,867.0,English,USA,PG-13,10000.0,6.6,82000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,228.0,113.0,150.0,59.0,531.0,106446,227.0,English,USA,PG,82.0,6.3,11000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
 Black and White,191.0,184.0,0.0,691.0,3000.0,254111,1999.0,English,USA,PG-13,961.0,6.1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Color,396.0,144.0,0.0,581.0,662.0,513158,1782.0,English,USA,PG-13,599.0,7.1,8000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,248.0,206.0,0.0,591.0,12000.0,138863,1390.0,English,Germany,R,11000.0,5.5,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Color,329.0,138.0,282.0,687.0,21000.0,355137,1108.0,English,UK,PG-13,11000.0,7.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,295.0,157.0,179.0,10000.0,21000.0,385670,1896.0,English,UK,PG-13,11000.0,7.6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Color,318.0,102.0,532.0,979.0,10000.0,343648,590.0,English,USA,PG-13,9000.0,6.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,323.0,104.0,508.0,558.0,10000.0,530870,1413.0,English,USA,PG-13,1000.0,7.2,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Color,276.0,115.0,13000.0,588.0,40000.0,320284,1361.0,English,USA,PG,16000.0,6.7,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,318.0,111.0,663.0,954.0,1000.0,473887,626.0,English,USA,G,1000.0,8.0,10000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,478.0,128.0,22000.0,11000.0,23000.0,980946,2685.0,English,USA,PG-13,14000.0,8.3,15000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,167.0,89.0,35.0,436.0,1000.0,146019,119.0,English,USA,PG,851.0,6.7,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,185.0,105.0,189.0,1000.0,49000.0,130272,209.0,English,USA,PG,3000.0,5.9,2000,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,350.0,119.0,151.0,2000.0,20000.0,361924,641.0,English,USA,PG-13,16000.0,6.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,245.0,129.0,0.0,233.0,309.0,364948,2121.0,English,Australia,R,269.0,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,406.0,102.0,69.0,490.0,1000.0,421658,904.0,English,USA,PG,523.0,7.6,58000,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Color,275.0,138.0,0.0,30.0,234.0,421818,2789.0,English,USA,R,198.0,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,486.0,112.0,230.0,12000.0,26000.0,414070,532.0,English,USA,PG-13,20000.0,7.1,63000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,739.0,120.0,750.0,943.0,27000.0,552503,1588.0,English,Australia,R,9000.0,8.1,191000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Color,298.0,146.0,2000.0,294.0,15000.0,207839,435.0,English,USA,PG-13,745.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Color,516.0,115.0,0.0,12000.0,26000.0,536314,738.0,English,USA,PG-13,20000.0,7.0,63000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,225.0,96.0,59.0,699.0,17000.0,146766,178.0,English,USA,PG,759.0,6.9,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,145.0,88.0,12.0,182.0,730.0,33042,90.0,English,USA,PG,607.0,5.1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Color,310.0,99.0,473.0,502.0,14000.0,152826,253.0,English,USA,PG-13,897.0,5.8,19000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,526.0,113.0,13000.0,16000.0,40000.0,199039,479.0,English,USA,PG-13,17000.0,6.2,82000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Color,465.0,131.0,188.0,641.0,10000.0,232187,440.0,English,China,PG-13,10000.0,7.4,47000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,357.0,119.0,394.0,162.0,12000.0,89442,432.0,English,USA,R,490.0,5.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Color,248.0,110.0,282.0,103.0,11000.0,42372,239.0,English,USA,PG-13,10000.0,6.6,29000,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,194.0,91.0,58.0,826.0,2000.0,105902,206.0,English,USA,PG,852.0,6.2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,284.0,90.0,90.0,15.0,11000.0,182718,209.0,English,USA,PG,10000.0,7.3,20000,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,280.0,103.0,0.0,346.0,1000.0,118951,1382.0,English,USA,PG,756.0,4.2,18000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,310.0,124.0,14000.0,979.0,22000.0,256695,871.0,English,USA,PG-13,10000.0,6.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,339.0,131.0,776.0,256.0,17000.0,164238,434.0,English,USA,PG-13,551.0,6.4,33000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,132.0,88.0,25.0,433.0,921.0,17590,112.0,English,USA,PG,562.0,5.4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Color,135.0,85.0,42.0,586.0,20000.0,85086,122.0,English,UK,PG,14000.0,6.7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Color,256.0,111.0,456.0,394.0,20000.0,39956,186.0,English,USA,PG,548.0,5.8,24000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color,196.0,92.0,50.0,517.0,3000.0,47900,130.0,English,USA,PG,1000.0,6.9,11000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Color,220.0,196.0,249.0,844.0,11000.0,381672,1694.0,English,USA,R,5000.0,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color,211.0,93.0,35.0,436.0,851.0,119213,154.0,English,USA,PG,770.0,6.9,17000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
 Black and White,264.0,133.0,93.0,746.0,769.0,169914,1185.0,English,UK,PG-13,766.0,6.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color,464.0,116.0,176.0,322.0,783.0,69757,1211.0,English,USA,PG-13,370.0,5.5,62000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Color,167.0,153.0,0.0,537.0,13000.0,322395,1171.0,English,USA,PG-13,12000.0,6.6,11000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
